# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,139.58457406492258,0.0,0.08585853578447344,11.64706561628598,0.0,0.0
 0.1159963788045899,0.010091369921833435,0.08699728410344243,0.75,139.58457406492258,0.0,0.08585853578447344,11.64706561628598,0.0,0.0
 0.16378925676579684,0.020120190473919095,0.2098392266777901,2.570298082364017,139.63406301222471,0.0,0.0868880579232334,11.509061474057937,1.0354879097741108,21.666155166772075
 0.20028967404775078,0.030086965147615694,0.27305919811016083,1.7320342105685222,139.6838352396765,0.0,0.08792212042073444,11.373702035559331,1.3636070806350706,8.989463553973788
 0.23091758247516264,0.03999219742213017,0.3234054423921854,1.6438028865518237,139.73388851874608,0.0,0.08896040001259342,11.24095664878348,1.634237583941018,8.836075239918573
 0.25777610637392906,0.0498363907629774,0.3665202666368184,1.6052566554714218,139.78422047929516,0.0,0.09000255892186726,11.110795203813225,1.8739659982351051,8.925599009002037
 0.28194573619846314,0.059620048620370035,0.4047913819292943,1.5834382061419783,139.83482860639302,0.0,0.09104824329741174,10.98318829429219,2.0938726602456366,9.098470419572115
 0.30406945353014564,0.06934367442759105,0.43951139229645636,1.5693569867411428,139.8857102370785,0.0,0.09209708391106429,10.858107092355644,2.2998680521310755,9.311065983944816
 0.32456693526256075,0.07900777159929848,0.47147729159452956,1.5595037339402384,139.9368625571341,0.0,0.09314869556060425,10.735523390656413,2.495541682795264,9.546227835136749
 0.3437302111245734,0.08861284352980786,0.5012228597903506,1.5522172936405765,139.98828259788718,0.0,0.09420267628863094,10.6154096613568,2.683259434520873,9.795702628156699
 0.36177229227111457,0.09815939359132256,0.529126877546766,1.5466074855652034,140.0399672329615,0.0,0.09525860826740783,10.497738925523901,2.8646714674724403,10.054939420685704
 0.37885428180611364,0.10764792513211963,0.5554699305579213,1.5421536792995518,140.09191317503237,0.0,0.09631605634911272,10.38248489302077,3.0409772798686037,10.32115211374724
 0.39510157592649137,0.11707894147469776,0.5804668932994531,1.5385308197369358,140.14411697272868,0.0,0.0973745682775087,10.26962191144294,3.2130764242659144,10.592480392255556
 0.41061408632092256,0.12645294591387454,0.6042867466855617,1.5355253779336477,140.19657500725413,0.0,0.09843367440138331,10.159124975080141,3.3816599113614667,10.86758253880509
 0.42547297871874906,0.13577044171485383,0.6270652987797539,1.5329912542824635,140.2492834894188,0.0,0.09949288790836526,10.05096968258694,3.5472685819023475,11.145424982356353
 0.43974527795262597,0.14503193211122423,0.6489136925035318,1.5308250875176632,140.3022384563046,0.0,0.1005517031520857,9.9451323911191,3.710331882625311,11.425159888458277
 0.4534871116183157,0.15423792030294203,0.6699242921782051,1.5289516803810628,140.3554357682145,0.0,0.10160959762432863,9.8415900011454,3.8711945730148365,11.706057161146038
 0.46674605437254624,0.16338890945425494,0.6901748744931474,1.5273150122381254,140.4088711056135,0.0,0.10266602975794843,9.740320165858753,4.03013561409022,11.987459635472803
 0.47956286024056194,0.1724854026915816,0.7097316859598334,1.525872488674416,140.46253996594746,0.0,0.10372043968945036,9.641301203447485,4.18738185524737,12.268754226008628
 0.49197276767636205,0.18152790310135486,0.7286517209376949,1.5245911442724387,140.51643766074164,0.0,0.10477224934653018,9.544512084421692,4.343118195926901,12.549355543963422
 0.5040064995980581,0.1905169137278156,0.7469844504558164,1.523445065704742,140.57055931254914,0.0,0.10582086164160338,9.449932503732807,4.497495220905792,12.82869071568395
 0.5156910413167596,0.199452937570773,0.7647731556861168,1.5224136006831162,140.62489985204311,0.0,0.10686566055811815,9.357542869967634,4.65063507000997,13.106192163195603
 0.527050253876304,0.20833647758330753,0.7820559713948002,1.5214800865894313,140.6794540151747,0.0,0.1079060116241366,9.267324266262829,4.802635996607129,13.381290806944396
 0.5381053634985722,0.217168036669448,0.7988667130311542,1.5206309309219594,140.73421634031286,0.0,0.10894126055642749,9.179258573770932,4.953575948973014,13.653410732522115
 0.5488753564417491,0.22594811768179296,0.8152355399552385,1.5198549349518684,140.78918116556613,0.0,0.10997073523731131,9.09332830995492,5.10351543805887,13.921967254476792
 0.5593773007182213,0.23467722341910272,0.8311894928699822,1.519142788682076,140.8443426261024,0.0,0.11099374344085093,9.009516834008798,5.252499830898376,14.186362916939151
 0.5696266105954455,0.24335585662384165,0.8467529334852528,1.5184866885384543,140.89969465154212,0.0,0.11200957447481057,8.927808222545176,5.400561218538378,14.445986062829613
 0.5796372658593621,0.2519845199796878,0.8619479073411019,1.517880044338288,140.95523096349507,0.0,0.11301749841199361,8.848187351967422,5.547719953269148,14.700210011346783
 0.5894219949623011,0.2605637161090043,0.8767944456162489,1.5173172521135654,141.0109450731835,0.0,0.11401676665736518,8.770639874441683,5.693985914409429,14.94839147834453
 0.5989924290787637,0.26909394757025845,0.8913108180307957,1.516793516145357,141.06683027906828,0.0,0.1150066121651797,8.695152227975704,5.8393595530493165,15.189868805410057
 0.608359232532256,0.27757571685542676,0.9055137462082649,1.5163047082165257,141.12287966477106,0.0,0.11598624829635051,8.621711751939344,5.983832796436774,15.423964440461498
 0.6175322138829066,0.286009526387343,0.9194185848113694,1.5158472552784976,141.17908609686415,0.0,0.11695487082118505,8.550306566786112,6.127389770511302,15.649979934205996
 0.6265204210739655,0.29439587851702437,0.9330394762176482,1.515418049088605,141.23544222311548,0.0,0.11791165702161423,8.48092567994945,6.270007472391658,15.86720230728824
